Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfWeek,Holiday,Sales_3week_MA,Sales_12week_MA,Temp_Bin,Season,zscore_sales,is_outlier
6,2010-11-12,1495536.46,0,62.11,2.728,213.5268011,7.007,2010,11,45,4,No Holiday,1462100.7699999998,1393536.085,Warm,Fall,-0.32671286711821745,0
6,2010-11-19,1518841.45,0,52.99,2.771,213.4107412,7.007,2010,11,46,4,No Holiday,1506606.6866666665,1399209.0291666666,Mild,Fall,-0.21667022894582724,0
6,2010-11-26,2267452.4,1,65.79,2.735,213.2672961,7.007,2010,11,47,4,Holiday,1760610.1033333335,1462252.9525,Warm,Fall,3.3181574582893663,1
6,2010-12-03,1677067.24,0,52.3,2.708,213.123851,7.007,2010,12,48,4,No Holiday,1821120.3633333333,1483323.1025,Mild,Winter,0.5304480216310066,0
6,2010-12-10,1834737.58,0,48.46,2.843,212.9804059,7.007,2010,12,49,4,No Holiday,1926419.0733333332,1527173.0883333331,Mild,Winter,1.2749435213131672,0
6,2010-12-17,2090268.95,0,52.24,2.869,212.918049,7.007,2010,12,50,4,No Holiday,1867357.923333333,1595062.8475,Mild,Winter,2.4815240043172433,0
6,2010-12-24,2727575.18,0,55.07,2.886,212.9165082,7.007,2010,12,51,4,No Holiday,2217527.236666667,1711655.0383333333,Mild,Winter,5.490787637251655,1
6,2010-12-31,1464050.02,1,49.14,2.943,212.9149674,7.007,2010,12,52,4,Holiday,2093964.7166666668,1720299.3816666668,Mild,Winter,-0.4753870748418281,0
6,2011-01-07,1350441.68,0,47.78,2.976,212.9134266,6.858,2011,1,1,4,No Holiday,1847355.6266666667,1720787.7783333333,Mild,Winter,-1.0118284743869854,0
6,2011-01-14,1306194.55,0,38.37,2.983,212.9655882,6.858,2011,1,2,4,No Holiday,1373562.0833333333,1718577.6133333333,Cold,Winter,-1.2207567303852374,0
6,2011-01-21,1261253.18,0,46.2,3.016,213.3399647,6.858,2011,1,3,4,No Holiday,1305963.1366666667,1708238.4033333333,Mild,Winter,-1.4329630826677968,0
6,2011-01-28,1287034.7,0,44.98,3.01,213.7143412,6.858,2011,1,4,4,No Holiday,1284827.4766666668,1690037.7825,Mild,Winter,-1.3112266443816512,0
6,2011-02-04,1514999.17,0,40.59,2.989,214.0887176,6.858,2011,2,5,4,No Holiday,1354429.0166666666,1691659.6749999998,Mild,Winter,-0.2348128940058429,0
6,2011-02-11,1486920.17,1,39.38,3.022,214.4630941,6.858,2011,2,6,4,Holiday,1429651.3466666667,1688999.5683333334,Cold,Winter,-0.3673976853849658,0
6,2011-02-18,1572117.54,0,59.61,3.045,214.7775231,6.858,2011,2,7,4,No Holiday,1524678.96,1631054.9966666668,Mild,Winter,0.034891410647654976,0
6,2011-02-25,1422600.43,0,62.86,3.065,215.0679731,6.858,2011,2,8,4,No Holiday,1493879.38,1609849.4291666665,Warm,Winter,-0.6711057700553397,0
6,2011-03-04,1502617.99,0,60.45,3.288,215.3584231,6.858,2011,3,9,4,No Holiday,1499111.9866666666,1582172.7966666669,Warm,Spring,-0.2932749534569402,0
6,2011-03-11,1494497.39,0,57.71,3.459,215.6488731,6.858,2011,3,10,4,No Holiday,1473238.6033333333,1532525.1666666667,Mild,Spring,-0.33161919851101324,0
6,2011-03-18,1685375.47,0,65.07,3.488,215.9035078,6.858,2011,3,11,4,No Holiday,1560830.2833333332,1445675.1908333332,Warm,Spring,0.5696782271682326,0
6,2011-03-25,1438465.81,0,70.83,3.473,216.1438163,6.858,2011,3,12,4,No Holiday,1539446.2233333334,1443543.173333333,Warm,Spring,-0.5961918451488072,0
6,2011-04-01,1459276.77,0,62.25,3.524,216.3841249,6.855,2011,4,13,4,No Holiday,1527706.0166666668,1452612.764166667,Warm,Spring,-0.4979256394435019,0
6,2011-04-08,1534594.0,0,70.35,3.622,216.6244334,6.855,2011,4,14,4,No Holiday,1477445.5266666666,1471646.0516666668,Warm,Spring,-0.14228907023507512,0
6,2011-04-15,1448797.02,0,73.17,3.743,216.8446627,6.855,2011,4,15,4,No Holiday,1480889.2633333334,1487274.705,Warm,Spring,-0.5474094340036844,0
6,2011-04-22,1639358.93,0,74.24,3.807,217.0146941,6.855,2011,4,16,4,No Holiday,1540916.6500000001,1516635.0575,Warm,Spring,0.35239508475258136,0
6,2011-04-29,1479249.9,0,75.27,3.81,217.1847255,6.855,2011,4,17,4,No Holiday,1522468.6166666665,1513655.9516666664,Warm,Spring,-0.4036155402861926,0
6,2011-05-06,1504651.57,0,65.42,3.906,217.3547569,6.855,2011,5,18,4,No Holiday,1541086.8,1515133.5683333334,Warm,Spring,-0.2836726962521691,0
6,2011-05-13,1453185.65,0,76.95,3.899,217.5247882,6.855,2011,5,19,4,No Holiday,1479029.04,1505222.5775,Warm,Spring,-0.5266869868727272,0
6,2011-05-20,1382783.83,0,72.01,3.907,217.2896095,6.855,2011,5,20,4,No Holiday,1446873.6833333333,1501904.5274999999,Warm,Spring,-0.8591137334595195,0
6,2011-05-27,1523979.11,0,80.83,3.786,217.0544307,6.855,2011,5,21,4,No Holiday,1453316.1966666665,1503684.6208333333,Hot,Spring,-0.1924109754369101,0
6,2011-06-03,1705506.29,0,84.01,3.699,216.819252,6.855,2011,6,22,4,No Holiday,1537423.076666667,1521268.695833333,Hot,Summer,0.6647329146567714,0
6,2011-06-10,1598643.65,0,84.49,3.648,216.5840732,6.855,2011,6,23,4,No Holiday,1609376.3499999999,1514041.0441666667,Hot,Summer,0.16014369030325698,0
6,2011-06-17,1622150.33,0,87.08,3.637,216.5371616,6.855,2011,6,24,4,No Holiday,1642100.0899999999,1529348.0875000001,Hot,Summer,0.2711386781523906,0
6,2011-06-24,1543365.9,0,85.51,3.594,216.6314502,6.855,2011,6,25,4,No Holiday,1588053.2933333332,1536355.515,Hot,Summer,-0.10086948508252283,0
6,2011-07-01,1694551.15,0,87.0,3.524,216.7257388,6.925,2011,7,26,4,No Holiday,1620022.46,1549685.2775,Hot,Summer,0.6130044004137748,0
6,2011-07-08,1709373.62,0,88.36,3.48,216.8200275,6.925,2011,7,27,4,No Holiday,1649096.89,1571399.9941666666,Hot,Summer,0.6829938620282673,0
6,2011-07-15,1526801.24,0,88.93,3.575,216.9044732,6.925,2011,7,28,4,No Holiday,1643575.3366666667,1562020.1866666668,Hot,Summer,-0.1790853043911197,0
6,2011-07-22,1526506.08,0,88.06,3.651,216.964312,6.925,2011,7,29,4,No Holiday,1587560.3133333335,1565958.2016666664,Hot,Summer,-0.1804790052716158,0
6,2011-07-29,1483991.05,0,90.22,3.682,217.0241507,6.925,2011,7,30,4,No Holiday,1512432.79,1564236.4916666665,Hot,Summer,-0.381228547029768,0
6,2011-08-05,1601584.57,0,91.46,3.684,217.0839894,6.925,2011,8,31,4,No Holiday,1537360.5666666667,1576603.0683333334,Hot,Summer,0.17403026976344826,0
6,2011-08-12,1484995.38,0,90.49,3.638,217.1438281,6.925,2011,8,32,4,No Holiday,1523523.6666666667,1585120.6975,Hot,Summer,-0.3764862526629539,0
6,2011-08-19,1493544.04,0,89.26,3.554,217.2069662,6.925,2011,8,33,4,No Holiday,1526707.9966666668,1582584.4416666664,Hot,Summer,-0.3361207730279572,0
6,2011-08-26,1420405.41,0,90.07,3.523,217.2706543,6.925,2011,8,34,4,No Holiday,1466314.9433333334,1558826.035,Hot,Summer,-0.6814703225241955,0
6,2011-09-02,1481618.74,0,91.22,3.533,217.3343423,6.925,2011,9,35,4,No Holiday,1465189.3966666665,1549073.9591666667,Hot,Fall,-0.39243023606558175,0
6,2011-09-09,1483574.38,1,80.21,3.546,217.3980304,6.925,2011,9,36,4,Holiday,1461866.1766666665,1537525.9633333331,Hot,Fall,-0.3831959997532966,0
6,2011-09-16,1351407.79,0,84.94,3.526,217.5797506,6.925,2011,9,37,4,No Holiday,1438866.97,1521529.4541666666,Hot,Fall,-1.0072666490798414,0
6,2011-09-23,1336044.75,0,78.49,3.467,217.9188471,6.925,2011,9,38,4,No Holiday,1390342.3066666666,1491653.9208333334,Warm,Fall,-1.0798086004794327,0
6,2011-09-30,1307551.92,0,82.51,3.355,218.2579435,6.925,2011,9,39,4,No Holiday,1331668.1533333333,1458168.7791666666,Hot,Fall,-1.2143474345316008,0
6,2011-10-07,1481739.2,0,74.1,3.285,218.59704,6.551,2011,10,40,4,No Holiday,1375111.9566666668,1454413.6091666669,Warm,Fall,-0.39186144216375035,0
6,2011-10-14,1386520.99,0,71.24,3.274,218.9109844,6.551,2011,10,41,4,No Holiday,1391937.3699999999,1442748.1849999998,Warm,Fall,-0.8414674291413318,0
6,2011-10-21,1417922.37,0,68.53,3.353,219.0740167,6.551,2011,10,42,4,No Holiday,1428727.5200000003,1437242.4616666667,Warm,Fall,-0.6931948618733885,0
6,2011-10-28,1419445.12,0,69.51,3.372,219.237049,6.551,2011,10,43,4,No Holiday,1407962.826666667,1422064.1741666666,Warm,Fall,-0.6860046666715452,0
6,2011-11-04,1523420.38,0,58.54,3.332,219.4000812,6.551,2011,11,44,4,No Holiday,1453595.9566666668,1425266.2575,Mild,Fall,-0.1950492139955228,0
6,2011-11-11,1536176.54,0,61.33,3.297,219.5631135,6.551,2011,11,45,4,No Holiday,1493014.0133333334,1428818.9658333333,Warm,Fall,-0.13481655569577095,0
6,2011-11-18,1524390.07,0,63.89,3.308,219.7897137,6.551,2011,11,46,4,No Holiday,1527995.6633333333,1437484.3541666667,Warm,Fall,-0.19047048446981157,0
6,2011-11-25,2249811.55,1,62.78,3.236,220.0417412,6.551,2011,11,47,4,Holiday,1770126.0533333335,1501500.4216666666,Warm,Fall,3.2348600325619397,1
6,2011-12-02,1688531.34,0,51.18,3.172,220.2937686,6.551,2011,12,48,4,No Holiday,1820910.9866666666,1518580.1683333332,Mild,Winter,0.584579768019746,0
6,2011-12-09,1903385.14,0,43.64,3.158,220.5457961,6.551,2011,12,49,4,No Holiday,1947242.6766666665,1564578.2808333335,Mild,Winter,1.5990869174913003,0
6,2011-12-16,2034695.56,0,53.27,3.159,220.7671856,6.551,2011,12,50,4,No Holiday,1875537.3466666667,1622799.1816666666,Mild,Winter,2.2191148615635616,0
6,2011-12-23,2644633.02,0,49.45,3.112,220.9477245,6.551,2011,12,51,4,No Holiday,2194237.9066666667,1734222.6066666667,Mild,Winter,5.099147301764855,1
6,2011-12-30,1598080.52,1,46.8,3.129,221.1282634,6.551,2011,12,52,4,Holiday,2092469.7,1743917.7166666668,Mild,Winter,0.15748467561009444,0
6,2012-01-06,1395339.71,0,50.82,3.157,221.3088023,6.132,2012,1,1,4,No Holiday,1879351.0833333333,1744652.61,Mild,Winter,-0.7998267670297575,0
6,2012-01-13,1344243.17,0,48.33,3.261,221.4893412,6.132,2012,1,2,4,No Holiday,1445887.8,1738512.6766666668,Mild,Winter,-1.0410969011547269,0
6,2012-01-20,1326255.7,0,55.37,3.268,221.5831306,6.132,2012,1,3,4,No Holiday,1355279.5266666666,1730746.8916666666,Mild,Winter,-1.1260310140999252,0
6,2012-01-27,1315610.66,0,53.95,3.29,221.6769199,6.132,2012,1,4,4,No Holiday,1328703.1766666665,1713429.415,Mild,Winter,-1.1762952830419255,0
6,2012-02-03,1496305.78,0,57.45,3.36,221.7707093,6.132,2012,2,5,4,No Holiday,1379390.7133333331,1710106.8516666666,Mild,Winter,-0.32308025442888394,0
6,2012-02-10,1620603.92,1,48.58,3.409,221.8644987,6.132,2012,2,6,4,Holiday,1477506.7866666664,1718124.6725,Mild,Winter,0.26383676400884526,0
6,2012-02-17,1632616.09,0,49.03,3.51,222.026359,6.132,2012,2,7,4,No Holiday,1583175.2633333334,1666691.7175,Mild,Winter,0.32055641404839724,0
6,2012-02-24,1465187.71,0,59.17,3.555,222.2392726,6.132,2012,2,8,4,No Holiday,1572802.5733333332,1648079.7483333333,Mild,Winter,-0.47001507472415627,0
6,2012-03-02,1550385.65,0,60.32,3.63,222.4521862,6.132,2012,3,9,4,No Holiday,1549396.4833333332,1618663.1241666668,Warm,Spring,-0.06772328723774211,0
6,2012-03-09,1569304.4,0,57.89,3.669,222.6650998,6.132,2012,3,10,4,No Holiday,1528292.5866666667,1579880.5274999999,Mild,Spring,0.021608189022230884,0
6,2012-03-16,1748010.29,0,62.8,3.734,222.8186603,6.132,2012,3,11,4,No Holiday,1622566.78,1505161.9666666668,Warm,Spring,0.8654303744230822,0
6,2012-03-23,1495143.62,0,63.71,3.787,222.8930835,6.132,2012,3,12,4,No Holiday,1604152.7700000003,1496583.8916666666,Warm,Spring,-0.3285677981857539,0
6,2012-03-30,1508933.26,0,67.91,3.845,222.9675066,6.132,2012,3,13,4,No Holiday,1584029.0566666666,1506050.0208333333,Warm,Spring,-0.26345520362778546,0
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,2012,4,14,4,No Holiday,1614736.0233333334,1547374.0225,Warm,Spring,1.3004113320126343,0
6,2012-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,2012,4,15,4,No Holiday,1655152.9666666668,1571552.2516666667,Warm,Spring,0.24396028330202976,0
6,2012-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,2012,4,16,4,No Holiday,1637532.96,1583257.4666666668,Warm,Spring,-0.5130522236069965,0
6,2012-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,2012,4,17,4,No Holiday,1509562.93,1579917.0766666664,Warm,Spring,-0.5123540510490945,0
6,2012-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,2012,5,18,4,No Holiday,1485251.82,1573488.51,Warm,Spring,-0.100419870643435,0
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,2012,5,19,4,No Holiday,1505585.9633333331,1563860.1416666668,Warm,Spring,-0.22500797505222103,0
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,2012,5,20,4,No Holiday,1524724.1433333333,1567897.4691666665,Warm,Spring,-0.24125127644785221,0
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,2012,5,21,4,No Holiday,1544834.9100000001,1572348.1166666665,Warm,Spring,0.1844601254006774,0
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,2012,6,22,4,No Holiday,1599516.8133333332,1581666.1983333332,Hot,Summer,0.5495910575696704,0
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,2012,6,23,4,No Holiday,1660511.4400000002,1577383.6341666665,Hot,Summer,0.6227709307369648,0
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,2012,6,24,4,No Holiday,1673329.46,1589642.2891666666,Hot,Summer,0.3660343809931231,0
6,2012-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,2012,6,25,4,No Holiday,1652379.75,1598753.8716666668,Hot,Summer,0.2528269709067067,0
6,2012-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,2012,6,26,4,No Holiday,1636461.0633333332,1582814.8941666668,Hot,Summer,0.3972740379634015,0
6,2012-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,2012,7,27,4,No Holiday,1714498.3666666665,1604478.639166667,Hot,Summer,1.4714754133204135,0
6,2012-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,2012,7,28,4,No Holiday,1704455.0366666664,1615484.3908333331,Hot,Summer,0.11055771493587231,0
6,2012-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,2012,7,29,4,No Holiday,1679621.2066666668,1625329.4633333336,Hot,Summer,0.04548926966382493,0
6,2012-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,2012,7,30,4,No Holiday,1558577.7966666669,1622810.1333333335,Hot,Summer,-0.24317061353249853,0
6,2012-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,2012,8,31,4,No Holiday,1571622.0199999998,1631993.405,Hot,Summer,0.29533626431647886,0
6,2012-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,2012,8,32,4,No Holiday,1576294.9400000002,1638222.1624999999,Hot,Summer,0.11168373421006925,0
6,2012-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,2012,8,33,4,No Holiday,1586235.0599999998,1633160.1708333334,Hot,Summer,-0.10236338359374161,0
6,2012-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,2012,8,34,4,No Holiday,1544175.2466666668,1618158.0133333334,Warm,Summer,-0.3004639681965931,0
6,2012-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,2012,8,35,4,No Holiday,1540528.2733333334,1608226.3708333333,Hot,Summer,0.060022364656464655,0
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,2012,9,36,4,Holiday,1562204.1033333335,1605378.8316666668,Hot,Fall,0.20468658953770894,0
6,2012-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,2012,9,37,4,No Holiday,1520227.8933333333,1585120.0491666666,Warm,Fall,-0.8950799138217487,0
6,2012-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,2012,9,38,4,No Holiday,1469615.8399999999,1566515.0650000002,Warm,Fall,-0.6569250194172968,0
6,2012-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,2012,9,39,4,No Holiday,1389967.3233333335,1524246.070833333,Warm,Fall,-0.9235781598379735,0
6,2012-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,2012,10,40,4,No Holiday,1437637.6066666667,1518415.6916666667,Warm,Fall,-0.21980430884290256,0
6,2012-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,2012,10,41,4,No Holiday,1448902.0033333332,1508835.264166667,Warm,Fall,-0.49735868706268704,0
6,2012-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,2012,10,42,4,No Holiday,1471486.18,1502473.1666666667,Warm,Fall,-0.6036609599570031,0
6,2012-10-26,1431426.34,0,72.34,3.506,225.0686254,5.329,2012,10,43,4,No Holiday,1442569.0566666666,1486152.4508333334,Warm,Fall,-0.629431157851168,0
7,2010-02-05,496725.44,0,10.53,2.58,189.3816974,9.014,2010,2,5,4,No Holiday,496725.44,496725.44,Cold,Winter,-0.6586249127813081,0
7,2010-02-12,524104.92,1,25.9,2.572,189.4642725,9.014,2010,2,6,4,Holiday,510415.18,510415.18,Cold,Winter,-0.4145817189732377,0
7,2010-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,2010,2,7,4,No Holiday,509196.9666666666,509196.9666666666,Cold,Winter,-0.5691784421330941,0
7,2010-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,2010,2,8,4,No Holiday,508982.89999999997,505918.535,Cold,Winter,-0.6643490733228358,0
7,2010-03-05,491419.55,0,35.86,2.62,189.6695049,9.014,2010,3,9,4,No Holiday,498087.7766666667,503018.738,Cold,Spring,-0.7059182266643441,0
7,2010-03-12,480452.1,0,27.25,2.684,189.7372075,9.014,2010,3,10,4,No Holiday,489318.29666666663,499257.63166666665,Cold,Spring,-0.8036750695967273,0
7,2010-03-19,574450.23,0,29.04,2.692,189.734262,9.014,2010,3,11,4,No Holiday,515440.62666666665,509999.4314285714,Cold,Spring,0.034164212127623016,0
7,2010-03-26,514731.6,0,23.33,2.717,189.7195417,9.014,2010,3,12,4,No Holiday,523211.31000000006,510590.9525,Cold,Spring,-0.49812950546827217,0
7,2010-04-02,561145.14,0,38.26,2.725,189.7048215,8.963,2010,4,13,4,No Holiday,550108.99,516208.0844444444,Cold,Spring,-0.08442886040347743,0
7,2010-04-09,484263.25,0,33.79,2.75,189.6901012,8.963,2010,4,14,4,No Holiday,520046.66333333333,513013.60099999997,Cold,Spring,-0.7697049131846394,0
7,2010-04-16,406228.19,0,41.89,2.765,189.6628845,8.963,2010,4,15,4,No Holiday,483878.86000000004,503305.83636363636,Mild,Spring,-1.4652595866628946,0
7,2010-04-23,404751.25,0,43.07,2.776,189.6190057,8.963,2010,4,16,4,No Holiday,431747.5633333333,495092.95416666666,Mild,Spring,-1.4784240863050677,0
7,2010-04-30,373655.61,0,38.99,2.766,189.575127,8.963,2010,4,17,4,No Holiday,394878.35000000003,484837.13499999995,Cold,Spring,-1.7555907563479611,0
7,2010-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,2010,5,18,4,No Holiday,391286.89666666667,474116.21083333326,Mild,Spring,-1.5612953486875174,0
7,2010-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,2010,5,19,4,No Holiday,380594.35000000003,462942.3,Mild,Spring,-1.7643436770140777,0
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,2010,5,20,4,No Holiday,387774.3633333333,454535.0008333333,Mild,Spring,-1.5635966002736454,0
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,2010,5,21,4,No Holiday,403534.60333333333,450477.9175,Mild,Spring,-1.139865215085816,0
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,2010,6,22,4,No Holiday,449037.80666666664,452872.1775,Mild,Summer,-0.5475842203007242,0
7,2010-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,2010,6,23,4,No Holiday,483499.54666666663,446549.7308333334,Warm,Summer,-0.6420867950709898,0
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,2010,6,24,4,No Holiday,496302.7266666666,443750.77166666667,Mild,Summer,-0.7975071128026882,0
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,2010,6,25,4,No Holiday,511146.61000000004,443131.5825,Mild,Summer,-0.1506575404827301,0
7,2010-07-02,575570.77,0,61.31,2.728,189.4882603,9.017,2010,7,26,4,No Holiday,536809.91,450740.5425,Warm,Summer,0.04415198984983339,0
7,2010-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,2010,7,27,4,No Holiday,574249.3266666667,466343.38833333337,Mild,Summer,0.2036260151067283,0
7,2010-07-16,557166.35,0,62.19,2.699,189.6125456,9.017,2010,7,28,4,No Holiday,575399.82,479044.64666666667,Warm,Summer,-0.1198932526816223,0
7,2010-07-23,570231.21,0,64.64,2.691,189.774698,9.017,2010,7,29,4,No Holiday,573619.9666666667,495425.9466666667,Warm,Summer,-0.0034414369037000974,0
7,2010-07-30,603547.16,0,66.07,2.69,189.9368504,9.017,2010,7,30,4,No Holiday,576981.5733333334,512767.05750000005,Warm,Summer,0.29351565807217256,0
7,2010-08-06,643854.17,0,61.7,2.69,190.0990028,9.017,2010,8,31,4,No Holiday,605877.5133333333,535365.4375,Warm,Summer,0.6527865957690844,0
7,2010-08-13,598185.4,0,60.13,2.723,190.2611552,9.017,2010,8,32,4,No Holiday,615195.5766666668,552281.25,Warm,Summer,0.24572435470072934,0
7,2010-08-20,582353.17,0,59.59,2.732,190.2948237,9.017,2010,8,33,4,No Holiday,608130.9133333334,563916.135,Mild,Summer,0.10460597062974096,0
7,2010-08-27,554309.24,0,57.57,2.731,190.3284922,9.017,2010,8,34,4,No Holiday,578282.6033333334,567676.6366666666,Mild,Summer,-0.14535970600582618,0
7,2010-09-03,532765.05,0,49.84,2.773,190.3621607,9.017,2010,9,35,4,No Holiday,556475.82,570525.3183333334,Mild,Fall,-0.3373908525289845,0
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,2010,9,36,4,Holiday,540947.87,575077.4208333333,Mild,Fall,-0.3106127089754273,0
7,2010-09-17,489408.53,0,48.56,2.8,190.4688287,9.017,2010,9,37,4,No Holiday,519314.30000000005,569718.5591666667,Mild,Fall,-0.7238431742386552,0
7,2010-09-24,488008.83,0,47.55,2.793,190.5713264,9.017,2010,9,38,4,No Holiday,504395.56,562421.7308333333,Mild,Fall,-0.7363192058642798,0
7,2010-10-01,448998.73,0,49.99,2.759,190.6738241,9.137,2010,10,39,4,No Holiday,475472.03,550383.0966666666,Mild,Fall,-1.084030316329936,0
7,2010-10-08,480239.88,0,44.13,2.745,190.7763218,9.137,2010,10,40,4,No Holiday,472415.8133333333,543972.5575,Mild,Fall,-0.8055666631036142,0
7,2010-10-15,463370.48,0,35.86,2.762,190.8623087,9.137,2010,10,41,4,No Holiday,464203.02999999997,535067.4966666667,Cold,Fall,-0.9559297179763099,0
7,2010-10-22,472450.81,0,36.84,2.762,190.9070184,9.137,2010,10,42,4,No Holiday,472020.38999999996,524142.8008333333,Cold,Fall,-0.8749934571696313,0
7,2010-10-29,465493.15,0,34.78,2.748,190.951728,9.137,2010,10,43,4,No Holiday,467104.8133333333,509279.3825,Cold,Fall,-0.9370095936276887,0
7,2010-11-05,480512.44,0,49.44,2.729,190.9964377,9.137,2010,11,44,4,No Holiday,472818.80000000005,499473.3025,Mild,Fall,-0.8031372373839027,0
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,2010,11,45,4,No Holiday,484529.95999999996,493242.5625,Cold,Fall,-0.561836060871675,0
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,2010,11,46,4,No Holiday,490208.3633333333,487260.8225,Cold,Fall,-0.7851686143398726,0
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,2010,11,47,4,Holiday,608433.9700000001,512462.84,Cold,Fall,2.358225356883416,0
7,2010-12-03,552811.62,0,21.88,2.712,190.9931437,9.137,2010,12,48,4,No Holiday,623509.7466666667,513883.0316666667,Cold,Winter,-0.1587085339569356,0
7,2010-12-10,599730.07,0,24.24,2.728,190.9741069,9.137,2010,12,49,4,No Holiday,662576.9833333333,523076.49333333335,Cold,Winter,0.2594925562947514,0
7,2010-12-17,716388.81,0,20.74,2.778,191.0303376,9.137,2010,12,50,4,No Holiday,622976.8333333334,542108.1583333333,Cold,Winter,1.2993140392164628,0
7,2010-12-24,1045124.88,0,26.04,2.781,191.1430189,9.137,2010,12,51,4,No Holiday,787081.2533333333,591785.3375,Cold,Winter,4.229457359787688,1
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,2010,12,52,4,Holiday,830361.9233333333,612563.0208333334,Cold,Winter,1.4168212860901837,0
7,2011-01-07,661163.94,0,10.09,2.882,191.3683815,8.818,2011,1,1,4,No Holiday,811953.6333333333,629045.8091666667,Cold,Winter,0.8070748274989457,0
7,2011-01-14,547384.9,0,11.32,2.911,191.4784939,8.818,2011,1,2,4,No Holiday,646040.3066666666,635290.3166666668,Cold,Winter,-0.20707884926979495,0
7,2011-01-21,521539.46,0,25.4,2.973,191.5731924,8.818,2011,1,3,4,No Holiday,576696.1,639960.8425,Cold,Winter,-0.4374485905130494,0
7,2011-01-28,513372.17,0,10.11,3.008,191.667891,8.818,2011,1,4,4,No Holiday,527432.1766666666,642699.1533333333,Cold,Winter,-0.5102465960396966,0
7,2011-02-04,558027.77,0,-2.06,3.011,191.7625895,8.818,2011,2,5,4,No Holiday,530979.7999999999,646902.7766666666,Cold,Winter,-0.11221510510503728,0
7,2011-02-11,559903.13,1,10.24,3.037,191.8572881,8.818,2011,2,6,4,Holiday,543767.6900000001,653350.6741666667,Cold,Winter,-0.09549934410665821,0
7,2011-02-18,572387.47,0,17.3,3.051,191.9178331,8.818,2011,2,7,4,No Holiday,563439.4566666667,631450.525,Cold,Winter,0.015778087246524544,0
7,2011-02-25,546690.84,0,17.46,3.101,191.9647167,8.818,2011,2,8,4,No Holiday,559660.48,630940.4600000001,Cold,Winter,-0.21326525672145008,0
7,2011-03-04,551378.39,0,21.84,3.232,192.0116004,8.818,2011,3,9,4,No Holiday,556818.9,626911.1533333333,Cold,Spring,-0.17148343058249374,0
7,2011-03-11,558963.83,0,20.7,3.372,192.058484,8.818,2011,3,10,4,No Holiday,552344.3533333334,613792.4049999999,Cold,Spring,-0.10387166425093897,0
7,2011-03-18,635014.69,0,27.69,3.406,192.1237981,8.818,2011,3,11,4,No Holiday,581785.6366666667,579616.5558333333,Cold,Spring,0.573997117999507,0
7,2011-03-25,559061.58,0,25.69,3.414,192.1964844,8.818,2011,3,12,4,No Holiday,584346.7,565407.3474999999,Cold,Spring,-0.10300038319685251,0
